春雨や傘さして見る絵草子屋,春雨
雪残る頂き一つ国境,残雪
林檎くふて牡丹の前に死なん哉,林檎
春風や阿波へ渡りの旅役者,春風
菜の花や小学校の昼餉時,菜の花
のどかさやつついて見たる蟹の穴,長閑
藤の花長うして雨ふらんとす,藤の花
薔薇の香の紛々（ふんぷん）として眠られず,薔薇
鶏頭の十四五本もありぬべし,鶏頭
行く春ややぶれかぶれの迎酒,行く春
五月雨や上野の山も見あきたり,五月雨
鶏頭ノマダイトケナキ野分カナ,野分
イモウトノ帰リ遅サヨ五日月,月
首あげて折々見るや庭の萩,萩
活きた目をつつきに来るか蠅の声,蠅
糸瓜咲て痰のつまりし仏かな,糸瓜
痰一斗糸瓜の水も間に合はず,糸瓜
をととひのへちまの水も取らざりき,糸瓜
雀子や走りなれたる鬼瓦,雀の子
夏山の大木倒す谺かな,夏山
我が声の吹き戻さるる野分かな,野分
初冬の竹緑なり詩仙堂,初冬
蛍狩われを小川に落しけり,蛍
鳴くならば満月になけほととぎす,時鳥
罌粟の花さやうに散るは慮外なり,罌粟の花
何となく寒いと我は思ふのみ,寒し
あんかう（鮟鱇）や孕み女の釣るし斬り,鮟鱇
東西南北より吹雪かな,吹雪
親展の状燃え上る火鉢哉,火鉢
叩かれて昼の蚊を吐く木魚哉,蚊
降る雪よ今宵ばかりは積れかし　（逢恋）,雪
忘れしか知らぬ顔して畠打つ　（絶恋）,畠打
行春を琴掻き鳴らし掻き乱す　（恨恋）,行く春
うかうかと我門過る月夜かな,月夜
永き日や欠伸うつして別れ行く,永き日
枯野原汽車に化けたる狸あり,枯野
凩や海に夕日を吹き落す,凩
人に死し鶴に生れて冴え返る,冴え返る
寒山か拾得か蚊に螫（さ）されしは,蚊
ふるひ寄せて白魚崩れんばかりなり,白魚
落ちさまに（あぶ）を伏せたる椿哉,椿
木瓜咲くや漱石拙（せつ）を守るべく,木瓜
菫程な小さき人に生れたし,薫
仏性は白き桔梗にこそあらめ,桔梗
月に行く漱石妻を忘れたり,月
某（それがし）は案山子にて候雀どの,案山子
ぶつぶつと大いなる田螺の不平かな,田螺
行く年や猫うづくまる膝の上,行く年
草山に馬放ちけり秋の空,秋の空
秋の川真白な石を拾ひけり,秋の川
剥製の鵙鳴かなくに昼淋し,鵙
或夜雛娶りけり白い酒,雛
霧黄なる市（まち）に動くや影法師,霧
無人島の天子とならば涼しかろ,涼し
能もなき教師とならんあら涼し,涼し
物いはぬ人と生れて打つ畠か,畑打
春の水岩を抱いて流れけり,春の水
わが影の吹かれて長き枯野かな,枯野
別るるや夢一筋の天の川,天の川
秋の江に打ち込む杭の響かな,秋の江
秋風や唐紅の咽喉仏（のどぼとけ）,秋風
秋風やひびの入りたる胃の袋,秋風
立秋の紺落ち付くや伊予絣,立秋
洪水のあとに色なき茄子かな　（病後対鏡）,茄子
生きて仰ぐ空の高さよ赤蜻蛉,赤蜻蛉
肩に来て人懐かしや赤蜻蛉,赤蜻蛉
病んで夢む天の川より出水かな,天の川
腸（はらわた）に春滴るや粥の味,春
秋風や屠（ほふ）られに行く牛の尻,秋風
春の夜や妻に教はる荻江節,春の夜
蝶の舌ゼンマイに似る暑さかな,蝶
木がらしや東京の日のありどころ,木枯
癆咳（らうがい）の顔美しや冬帽子,冬帽子
木がらしや目刺にのこる海の色,木枯
初秋の蝗つかめば柔らかき,初秋
水洟や鼻の先だけ暮れ残る,水洟
元日や手を洗ひをる夕ごころ,元日
あかつきや蛼なきやむ屋根のうら,竃馬
しぐるるや堀江の茶屋に客ひとり,時雨
春雨の中や雪おく甲斐の山,春雨
兎も片耳垂るる大暑かな,大暑
青蛙おのれもペンキぬりたてか,雨蛙
胸中の凩咳となりにけり,凩
帰らなんいざ草の庵は春の風　（学校（教師）をやめる）,春の風
拾得は焚き寒山は掃く落葉,落葉
暁や北斗を浸す春の潮,春の潮
ふらここや少し汗出る戀衣,鞦韆
夕立は貧しき町を洗ひ去る,夕立
貝寄風や愚な貝もよせてくる,貝寄風
蟻穴を出て地歩くや東大寺,蟻
短夜の浮藻うごかす小蝦かな,短夜
女房のふところ恋ひし春の暮,春の暮
桃の花を満面に見る女かな,桃の花
鞦韆（ふらここ）にこぼれて見ゆる胸乳かな,鞦韆
日盛りに蝶のふれ合ふ音すなり,日盛
この国に恋の茂兵衛やほととぎす,時鳥
春雨の衣桁に重し恋衣,春雨
怒濤岩を噛む我を神かと朧の夜,朧の夜
海に入りて生れかはらう朧月,朧月
大根の花紫野大徳寺,大根の花
先生が瓜盗人でおはせしか,瓜
盗んだる案山子の笠に雨急なり,案山子
蛇穴を出て見れば周の天下なり,蛇穴を出ず
穴を出る蛇を見て居（お）る鴉かな,蛇穴を出ず
柴漬（ふしづけ）に見るもかなしき小魚かな,紫漬
亀鳴くや皆愚かなる村のもの,亀鳴く
蓑虫よ父よと鳴きて母もなし,蓑虫
遠山に日の当りたる枯野かな,枯野
秋風や眼中のもの皆俳句,秋風
ほろほろと泣き合ふ尼や山葵漬,山葵漬
大海のうしほはあれど旱かな,早
むづかしき禅門出れば葛の花,葛の花
秋風にふえてはへるや法師蟬,法師蟬
鎌とげば藜（あかざ）悲しむけしきかな,藜
行水の女にほれる烏かな,行水
村の名も法隆寺なり麦を蒔く,麦蒔
芳草や黒き烏も濃紫,芳草
桐一葉日当りながら落ちにけり,桐一葉
秋扇や寂しき顔の賢夫人,秋扇
秋空を二つに断てり椎大樹,秋風
金亀子（こがねむし）擲（なげう）つ闇の深さかな,金亀子
新涼の驚き貌に来りけり,新涼
凡（およ）そ天下に去来程の小さき墓に参りけり,墓参
霜降れば霜を楯とす法（のり）の城,霜
死神を蹴る力無き蒲団かな,蒲団
春風や闘志いだきて丘に立つ,春風
大寺を包みてわめく木の芽かな,木の芽
一つ根に離れ浮く葉や春の水,春の水
古庭を魔になかへしそ蟇,蟇
年を以て巨人としたり歩み去る,年去る
我心或時軽し罌粟の花,罌粟
コレラ怖ぢて奇麗に住める女かな,コレラ
一人の強者唯（ただ）出よ秋の風,秋の風
葡萄の種吐き出して事を決しけり,葡萄
これよりは恋や事業や水温む,水温む
大空に又わき出でし小鳥かな,小鳥
木曽川の今こそ光れ渡り鳥,渡り鳥
闇汁の杓子を逃げしものや何,闇汁
蛇逃げて我を見し眼の草に残る,蛇
天の川のもとに天智天皇と虚子と,天の川
雨の中に立春大吉の光あり,立春大吉
鞦韆に抱き乗せて沓に接吻す,ぶらんこ
野を焼いて帰れば燈火母やさし,野焼
能すみし面の衰へ暮の秋,暮の秋
秋天の下に野菊の花弁欠く,秋の空
我を指す人の扇をにくみけり,扇
冬帝（とうてい）先ず日をなげかけて駒ケ岳,冬帝
どかと解く夏帯に句を書けとこそ,夏帯
天日のうつりて暗し蝌蚪の水,蝌蚪
晩涼に池の萍（うきくさ）皆動く,晩涼
月浴びて玉崩れをる噴井かな,噴井
北風や石を敷きたるロシア町,北風
春寒のよりそひ行けば人目ある,春寒
白（はく）牡丹といふといへども紅（こう）ほのか,牡丹
鴬や洞然として昼霞,鶯
底の石ほと動き湧く清水かな,清水
大空に伸び傾ける冬木かな,冬木
ものの芽のあらはれ出でし大事かな,ものの芽
なつかしきあやめの水の行方かな,菖蒲
わだつみに物の命のくらげかな,海月
やり羽子や油のやうな京言葉,羽子板
東山静に羽子の舞ひ落ちぬ,羽子板
おもひ川渡れば叉も花の雨,花の雨
新涼や仏にともし奉る,新涼
ふるさとの月の港をよぎるのみ,月
はなやぎて月の面にかかる雲,月
われが来し南の国のザボンかな,朱戀
流れ行く大根の葉の早さかな,大根
此村を出でばやと思ふ畦を焼く,畦焼
眼つむれば若き我あり春の宵,春の宵
旧城市柳絮とぶことしきりなり,柳絮
夕立や森を出で来る馬車一つ,夕立
石ころも露けきものの一つかな,露
栞して山家集あり西行忌,西行忌
春潮といへば必ず門司を思ふ,春潮
炎天の空美しや高野山,炎天
闇なれば衣まとふ間の裸かな,裸
もの言ひて露けき夜と覚えたり,露
大試験山の如くに控へたり,大試験
紅梅の紅の通へる幹ならん,紅梅
火の山の裾に夏帽振る別れ,夏帽子
われの星燃えてをるなり星月夜,星月夜
酒うすしせめては燗を熱うせよ,熱燗
鷹の目の佇む人に向はざる,鷹
聾青畝ひとり離れて花下に笑む,花
春の浜大いなる輪が画いてある,春の浜
自から其頃となる釣忍,釣忍
くはれもす八雲旧居の秋の蚊に,秋の蚊
襟巻の狐の顔は別にあり,襟巻
鴨の嘴（はし）よりたらたらと春の泥,春泥
神にませばまこと美はし那智の滝,滝
囀や絶えず二三羽こぼれ飛び,囀
浴衣着て少女の乳房高からず,浴衣
バス来るや虹の立ちたる湖畔村,虹
顔抱いて犬が寝てをり菊の宿,菊
白雲と冬木と終にかかはらず,冬木
玉虫の光残して飛びにけり,玉虫
大いなるものが過ぎ行く野分かな,野分
川を見るバナナの皮は手より落ち,バナナ
神慮今鳩をたたしむ初詣,初詣
一を知つて二を知らぬなり卒業す,卒業
道のべに阿波の遍路の墓あはれ,遍路
かわかわと大きくゆるく寒鴉,寒鴉
大空に羽子の白妙とどまれり,羽子
餅も好き酒もすきなりけさの春,今朝の春
大紅蓮大白蓮の夜明かな,蓮の花
短夜の星が飛ぶなり顔の上,短夜
蝶々のもの食ふ音の静かさよ,蝶
行春や畳んで古き恋衣,行春
絵ぶみして生き残りたる女かな,踏絵
宮柱太しく立ちて神無月,神無月
兄弟の心異る寒さかな,寒さ
山深く狂女に逢へり葛の花,葛の花
放屁虫俗論党を憎みけり,放屁虫
地球凍てぬ月光之を照しけり,凍つ
初空や大悪人虚子の頭上に,初空
其中に金鈴をふる虫一つ,虫
波音の由比ケ浜より初電車,初電車
早春の庭をめぐりて門を出でず,早春
この庭の遅日の石のいつまでも,遅日
箱庭の人に古りゆく月日かな,箱庭
咲き満ちてこぼるる花もなかりけり,花
狐火の出てゐる宿の女かな,狐火
春燈の下に我あり汝あり,春燈
宇治川をわたりおほせし胡蝶かな,胡蝶
大濤にをどり現れ初日の出,初日の出
鴨の中の一つの鴨を見てゐたり,鴨
命かけて芋虫憎む女かな,芋虫
飛んで来る物恐ろしき野分かな,野分
翡翠の紅一点につづまりぬ,翡翠
歌留多とる皆美しく負けまじく,歌留多
たとふれば独楽のはじける如くなり,独楽
稲妻をふみて跣足の女かな,稲妻
老人と子供と多し秋祭,秋祭
行年や歴史の中に今我あり,行年
焚火かなし消えんとすれば育てられ,焚火
旗のごとなびく冬日をふと見たり,冬日
己が羽の抜けしを啣（くわ）へ羽抜鶏,羽抜鶏
秋風や心の中の幾山河,秋風
もの置けばそこに生れぬ秋の蔭,秋
龍の玉深く蔵すといふことを,龍の玉
春水をたたけばいたく窪むなり,春水
運命は笑ひ待ちをり卒業す,卒業
初蝶を夢の如くに見失ふ,初蝶
虫螻蛄と侮られつつ生を享（う）く,虫
鳰（にお）がゐて鳰の海とは昔より,鳰
秋風やとある女の或る運命,秋風
手鞠唄かなしきことをうつくしく,手鞠唄
大寒の埃の如く人死ぬる,大寒
松過ぎの又も光陰矢の如く,松過ぎ
秋風や心激して口吃る,秋風
よろよろと棹がのぼりて柿挟む,柿
北風に人細り行き曲り消え,北風
大根を水くしやくしやにして洗ふ,大根
向日葵が好きで狂ひて死にし画家,向日葵
悲しさはいつも酒気ある夜学の師,夜学
寒鯉の一擲したる力かな,寒鯉
白酒の紐の如くにつがれけり,白酒
土塊を一つ動かし物芽出づ,物の芽
虹消えて忽ち君の無き如し,虹
山国の蝶を荒しと思はずや,蝶
日のくれと子供が言ひて秋の暮,秋の暮
句を玉と暖めてをる炬燵かな,炬燵
世の中を遊びごころや氷柱折る,氷柱
初蝶来何色と問ふ黄と答ふ,物蝶
我生の今日の昼寝も一大事,昼寝
いつ死ぬる金魚と知らず美しき,金魚
秋灯や夫婦互に無き如く,秋灯
茎右往左往菓子器のさくらんぼ,桜桃
爛々と昼の星見え菌（きのこ）生え,茸
海女とても陸（くが）こそよけれ桃の花,桃の花
秋天にわれがぐんぐんぐんぐんと,秋の空
大紅葉燃え上がらんとしつつあり,紅葉
やはらかき餅の如くに冬日かな,冬日
虚子一人銀河と共に西へ行く,銀河
大空にうかめる如き玉椿,玉椿
彼一語我一語秋深みかも,秋
去年今年貫く棒の如きもの,去年今年
熱燗に泣きをる上戸ほつておけ,熱燗
ゆらぎ見ゆ百の椿が三百に,椿
何事も知らずと答へ老の春,春
すぐ来いといふ子規の夢明易き,短夜
人生の台風圏に今入りし,台風
コスモスの花あそびをる虚空かな,コスモス
一切を抛擲し去り大昼寝,昼寝
我を見て舌を出したる大蜥蜴,蜥蜴
大空の青艶（えん）にして流れ星,流れ星
蜘蛛に生れ網をかけねばならぬかな,蜘蛛
不精にて年賀を略す他意あらず,年賀
我れが行く天地万象凍てし中,凍つ
風生と死の話して涼しさよ,涼し
灯をともす指の間の春の闇,春の闇
春の山屍をうめてむなしかり,春の山
独り句の推敲をして遅き日を,遅日
子規逝くや十七日の月明に,子規忌
箒木に影といふものありにけり,箒木
春浅き水を渉るや鷺一つ,春浅し
桃咲くや湖水のへりの十箇村,桃の花
春寒し水田の上の根なし雲,春寒
ひたひたと春の潮打つ鳥居かな,春の潮
ちさい子の走りてあがる凧,凧
旅にして昼餉の酒や桃の花,桃の花
赤い椿白い椿と落ちにけり,椿
空（くう）をはさむ蟹死にをるや雲の峰,雪の峰
鳥渡り明日はと望む山夏野,夏野
馬方の喧嘩も果てて蚊遣かな,蚊遣
天領の境にさくや桐の花,桐の花
ひやひやと積木が上に海見ゆる,ひやひやと
川上の水静かなる花野かな,花野
露深し胸毛の濡るる朝の鹿,露
鳥渡る博物館の林かな,鳥渡る
から松は淋しき木なり赤蜻蛉,赤蜻蛉
螽（いなご）飛ぶ草に蟷螂じつとして,螽
この道の富士になりゆく芒かな,芒
豊かなる年の落穂を祝ひけり,落穂
流れたる花屋の水の氷りけり,氷
不忍や水鳥の夢夜の三味,水鳥
思はずもヒヨコ生れぬ冬薔薇,冬薔薇
初日さす朱雀道りの静さよ,初日
曳かれる牛が辻でずつと見廻した秋空だ,秋空
元日や日のあたりをる浅間山,元日
鵯のそれきり鳴かず雪の暮,雪
氷曳く音こきこきと杉間かな,氷
木曽路ゆく我も旅人散る木の葉,木の葉
今日も暮るる吹雪の底の大日輪,吹雪
郭公や何処までゆかば人に逢はむ,郭公
コスモスへゆきかまつかへゆき憩ふ,コスモス
元日やふどしたたんで枕上ﾐ,元日
春寒やぶつかり歩く盲犬,春寒
世を恋ふて人を恐るる余寒かな,余寒
春の夜や灯を囲み居る盲者達,春の夜
榛名山大霞して真昼かな,霞
残雪やごうごうと吹く松の風,残雪
治聾酒の酔ふほどもなくさめにけり,治聾酒
生きかはり死にかはりして打つ田かな,田打
闘鶏の眼つぶれて飼はれけり,闘鶏
己が影を慕うて這へる地虫かな,地虫出づ
川底に蝌蚪の大国ありにけり,蝌蚪
ゆさゆさと大枝ゆるる桜かな,桜
念力のゆるめば死ぬる大暑かな,大暑
五月雨や起上がりたる根無草,五月雨
雹（ひよう）晴れて豁然とある山河かな,雹
水すまし水に跳て水鉄の如し,水すまし
夏草に這上がりたる捨蚕（すてご）かな,夏草
秋の暮水のやうなる酒二合,秋の暮
痩馬のあはれ機嫌や秋高し,秋高し
さみしさに早飯食ふや秋の暮,秋の暮
けふの月馬も夜道を好みけり,月
月さして一ト間の家でありにけり,月
親よりも白き羊や今朝の秋,今朝の秋
蛤に雀の斑あり哀れかな,蛤
小春日や石を噛み居る赤蜻蛉,小春日
冬の日や前に塞がる己が影,冬の日
鷹のつらきびしく老いて哀れなり,鷹
冬蜂の死に所なく歩きけり,冬峰
のどけさに寝てしまひけり草の上,長閑
黛（まゆずみ）を濃うせよ草は芳しき,芳草
渋柿の如きものにては候へど,柿
絶壁に眉つけて飲む清水かな,清水
冬山やどこまで登る郵便夫,冬山
天渺々笑ひたくなりし花野かな,花野
白日は我が霊なりし落葉かな,落葉
さざ波は立春の譜をひろげたり,立春
てのひらに落花とまらぬ月夜かな,月夜
かたまつて薄き光の菫かな,菫
月光にぶつかつて行く山路かな,月光
一筋の秋風なりし蚊遣香,秋風
寂寞（じやくまく）と湯婆に足をそろへけり,湯婆
うすめても花の匂ひの葛湯かな,葛湯
もつ花におつるなみだや墓まゐり,墓参
鈴おとのかすかにひびく日傘かな,日傘
就中学窓の灯や露の中,露
かりそめに燈籠おくや草の中,灯籠
くれなゐのこころの闇の冬日かな,冬日
炉ほとりの甕に澄む日や十二月,十二月
ふるさとの雪に我ある大爐かな,雪
古き世の火の色うごく野焼かな,野焼
大江戸の街は錦や草枯るる,枯草
幽冥へおつる音あり灯取虫,灯取虫
秋風や眼前湧ける月の謎,秋風
竈火赫とただ秋風の妻を見る,秋風
芋の露連山影を正しうす,露
つぶらなる汝が眼吻はなん露の秋,秋
かりがねに乳はる酒肆の婢ありけり,雁
梵妻を恋ふ乞食あり烏瓜,鳥瓜
ある夜月に富士大形の寒さかな,寒さ
閨怨のまなじり幽し野火の月,野火
たましひのしづかにうつる菊見かな,菊見
山国の虚空日わたる冬至かな,冬至
雪晴れてわが冬帽の蒼さかな,冬帽子
死病得て爪うつくしき火桶かな,火桶
落葉ふんでひと道念を全うす,落葉
三伏の穢に鳴く荒鵜かな,鵜
筆硯に多少のちりも良夜かな,良夜
夏山や又大川にめぐりあふ,夏山
一鷹を生む山風や蕨伸ぶ,蕨
流燈や一つにはかにさかのぼる,灯籠流し
滝風に吹かれあがりぬ石たたき,石叩
ぬぎすてし人の温みや花衣,花衣
ゆく雲にしばらくひそむ帰燕かな,帰燕
信心の母にしたがふ盆会かな,盆会
極寒の塵もとどめず岩ぶすま,極寒
死骸（なきがら）や秋風かよふ鼻の穴,秋風
たましひのたとへば秋のほたる哉,秋の蛍
いんぎんにことづてたのむ淑気かな,淑気
ひたひたと寒九の水や廚甕,寒九
春蘭の花とりすつる雲の中,春蘭
をりとりてはらりとおもきすすきかな,芒
わらんべの溺るるばかり初湯かな,初湯
秋立つや川瀬にまじる風の音,立秋
切株において全き熟柿かな,柿
寒鯉の黒光りして斬られけり,寒鯉
死火山の膚つめたくて草いちご,草苺の花
大つぶの寒卵おく襤褸の上,寒卵
鼈（すつぽん）をくびきる夏のうす刃かな,夏
よき娘きて軍鶏流眄す秋日かな,秋日
雪山を匐ひまわりゐる谺かな,雪山
秋鶏が見てゐる陶の卵かな,秋鶏
草川のそよりともせぬ曼珠沙華,曼珠沙華
月光のしたたたりかかる鵜籠かな,鵜籠
冬の蟇川にはなてば泳ぎけり,冬
山の童の木菟捕らえたる鬨あげぬ,木菟
夏雲群るこの峡中に死ぬるかな,夏雲
夏真昼死は半眼に人をみる,夏の昼
高浪にかくるる秋のつばめかな,秋燕
冬滝のきけば相つぐこだまかな,冬の滝
冷やかに人住める地の起伏あり,冷やか
いわし雲おおいなる瀬をさかのぼる,鰯雲
戦死報秋の日くれてきたりけり,秋の日
降る雪や玉のごとくにランプ拭く,雪
春めきてものの果てなる空の色,春めく
炎天を槍のごとくに涼気すぐ,炎天
冬川に出て何を見る人の妻,冬の川
薔薇園一夫多妻の場を思ふ,薔薇
いち早く日暮るる蟬の鳴きにけり,蟬
誰彼もあらず一天自尊の秋,秋
春更けて諸鳥啼くや雲の上,春更
春尽きて山みな甲斐に走りけり,行く春
春雪の暫く降るや海の上,春雪
雪解川名山けづる響かな,雪解川
絶壁のほろほろ落つる汐干かな,汐干狩
人殺す我かも知らず飛ぶ蛍,蛍
新涼や豆腐驚く唐辛子,新涼や
寒雀身を細うして闘へり,寒雀
オリオンの眞下春立つ雪の宿,雪
立山のかぶさる町や水を打つ,打ち水
うしろより初雪降れり夜の町,初雪
雪山に雪の降り居る夕かな,雪山
春星や女性浅間は夜も寝ねず,春星
うらがへし又うらがへし大蛾掃く,蛾
鳥とぶや深雪がかくす飛騨の国,深雪
山桃の日陰と知らで通りけり,山桃
茅枯れてみづがき山は蒼天に入る,芽枯るる
霜つよし蓮華とひらく八ヶ嶽,霜
駒ケ岳凍てて巌を落しけり,凍つ
奧白根かの世の雪をかがやかす,雪
秋風の吹きくる方に帰るなり,秋風
かりがねのあまりに高く帰るなり,帰る雁
頂上や殊に野菊の吹かれ居り,野菊
山川に高浪も見し野分かな,野分
山畑に月すさまじくなりにけり,月
山国の闇恐ろしき追儺かな,追儺
風呂の戸にせまりて谷の朧かな,朧
高々と蝶こゆる谷の深さかな,蝶
花影婆娑と踏むべくありぬ岨の月,花
山国の暗すさまじきや猫の恋,猫の恋
山の色釣り上げし鮎に動くかな,鮎
提灯を螢が襲ふ谷を来（きた）り,蛍
淋しさにまた銅鑼うつや鹿火屋守,鹿火屋
蔓踏んで一山の露動きけり,露
磯鷲はかならず巌にとまりけり,鷲
磐石をぬく燈台や夏近し,夏近し
秋風や模様のちがふ皿二つ,秋風
けさ秋の一帆生みぬ中の海,今朝の秋
己（わ）が庵に火かけて見むや秋の風,秋の風
芭蕉高し雁列に日のありどころ,雁
首のべて日を見る雁や蘆の中,雁
短日の梢微塵にくれにけり,短日
切株に鴬とまる二月かな,二月
秋蝶の驚きやすきつばさかな,秋蝶
雪に来て見事な鳥のだまり居る,雪
もろもろの木に降る春の霙かな,春の霙
春の水岸へ岸へと夕かな,春の水
鮎の背に一抹の朱のありしごとし,鮎
来しかたや馬酔木（あしび）咲く野の日のひかり,馬酔木
蟇ないて唐招提寺春いづこ,蟇
馬酔木咲く金堂の扉にわが触れぬ,馬酔木
馬酔木より低き門なり浄瑠璃寺,馬酔木
金色の佛ぞおはす蕨かな,蕨
梨咲くと葛飾の野はとの曇り,梨の花
連翹や真間の里びと垣を結はず,連翹
葛飾や桃の籬も水田べり,桃の花
ややありて汽艇の波や蘆の角,蘆の角
畦焼に多摩の横山暮れ去（い）んぬ,畦焼
鴬や前山いよよ雨の中,鴬
鞦韆や春の山彦ほしいまま,ぶらんこ
高嶺星蚕飼（こかひ）の村は寝しづまり,蚕飼
天平のをとめぞ立てる雛かな,雛
夕東風や海の船ゐる隅田川,夕東風
山焼く火檜原に来ればまのあたり,山焼く
春雷や暗き廚の桜鯛,春雷
むさしのもはてなる丘の茶摘かな,茶摘
葭切のをちの鋭声（とごえ）や朝ぐもり,葭切
羽抜鶏童に追はれ蘆の中,羽抜鶏
葛飾や浮葉のしるきひとの門,浮葉
岨高く雨雲行くや朴の花,朴の花
朴の咲く淵にこだます機屋かな,朴の花
遠泳や高波越ゆる一の列,遠泳
夜の雲に噴煙うつる新樹かな,新樹
なつかしや帰省の馬車に山の蝶,帰省
桑の葉の照るに堪へゆく帰省かな,帰省
馭者若し麦笛噛んで来りけり,麦笛
山彦のゐてさびしさやハンモツク,ハンモック
鯔はねて河面暗し蚊喰鳥,鯔
青春の過ぎにしこゝろ苺喰ふ,苺
ふるさとの沼のにほひや蛇苺,蛇苺
コスモスを離れし蝶に谿深し,コスモス
白樺に月照りつつも馬柵（ませ）の霧,霧
啄木鳥や落葉をいそぐ牧の木々,啄木鳥
雲海や鷹のまひゐる嶺ひとつ,雲海
蓮の中羽搏つものある良夜かな,良夜
鯊釣や不二暮れそめて手を洗ふ,鯊釣
ばい打（うち）や灯ともり給ふ観世音,貝打
たのしさはふえし蔵書にちちろ虫,ちちろ虫
ふるさとや馬追鳴ける風の中,馬追
獅子舞は入日の富士に手をかざす,獅子舞
冬ざれやころろと鳴ける檻の鶴,冬ざれ
むさしのの空真青なる落葉かな,落葉
寄生木やしづかに移る火事の雲,火事
国原や野火の走り火よもすがら,野火
春惜むおんすがたこそとこしなへ,春惜しむ
うつし世に浄土の椿咲くすがた,椿
おぼろ夜の潮騒つくるものぞこれ,朧夜
行春やただ照り給ふ厨子の中,行春
焼岳のこよひも燃ゆる新樹かな,新樹
利根川の古きみなとの蓮（はちす）かな,蓮
日輪のかがよふ潮の鮫をあぐ,鮫
白樺を幽かに霧のゆく音か,霧
風雲の秩父の柿は皆尖る,柿
天使魚もいさかひすなりさびしくて,天使魚
蜩や奥の青嶺にうちひびく,蜩
わがいのち菊にむかひてしづかなる,菊
寒鯉はしづかなるかな鰭を垂れ,寒鯉
寒鯉を真白しと見れば鰭の藍,寒鯉
白菊の白妙甕にあふれける,白菊
ぬるるもの冬田に無かり雨きたる,冬田
壺にして深山の朴の花ひらく,朴の花
夏山を統べて槍ケ岳真青なり,夏山
雪渓をかなしと見たり夜もひかる,雪渓
時雨ふるみちのくに大き佛あり,時雨
向日葵の空かがやけり波の群,向日葵
軋り鳴る暮春の扉（と）なり押しひらく,暮春
初日さす松はむさし野にのこる松,初日
この沢やいま大瑠璃鳥（おおるり）のこゑひとつ,大瑠璃
門とぢて良夜の石と我は居り,良夜
青丹（あおに）よし寧楽（なら）の墨する福寿草,福寿草
永き日やなまけて写す壺ひとつ,永き日
落葉踏む今日の明るさ明日もあれ,落葉
冬菊のまとふはおのがひかりのみ,冬菊
吊橋や百歩の宙の秋の風,秋の風
伊豆の海や紅梅の上に波ながれ,紅梅
べたべたに田も菜の花も照りみだる,菜の花
鰯雲こころの波の末消えて,鰯雲
萩の風何か急（せ）かるる何ならむ,萩の風
麦秋の中なるが悲し聖廃虚,麦秋
薔薇喰ふ虫聖母見たまふ高きより,薔薇
露けさの弥撒のをはりはひざまづく,露
綿虫やむらさき澄める仔牛の眼,綿虫
碧天や喜雨亭蒲公英五百輪,蒲公英
山桜雪嶺天に声もなし,山桜
湯婆（ゆたんぽ）や忘じてとほき医師の業,湯婆
妻病めり秋風門をひらく音,秋風
喜雨亭翁を侮る鵯の柿に居り,柿
疾風来て畦に倒るる春の鶏,春の鶏
牧開白樺花を了りけり,白樺の花
瀧落ちて群青（ぐんじょう）世界とどろけり,滝
雁の空大風ひびきわたりけり,雁の空
