しぐ るる や 蒟蒻 冷え て 臍 の 上 ,時雨
小夜 時雨 上野 を 虚子 の 来 つつ あら ん ,小夜時雨
雪 降る よ 障子 の 穴 を 見 て あれ ば ,雪
いく たび も 雪 の 深 さ を 尋ね けり ,雪
四 時 に 烏 五 時 に 雀 夏の夜 は 明け ぬ ,夏の夜
つり鐘 の 蔕 （ へた ） のところ が 渋か りき ,柿
三千 の 俳句 を 閲 （ け み ） し 柿 二つ ,柿
ある 僧 の 月 を 待た ず に 帰り けり ,月
この 頃 の 蕣 （ あ さ が ほ ） 藍 に 定まり ぬ ,朝顔
押分け て 行け は 行か るる 萩 の 原 ,萩
鶏頭 の 黒き に そそぐ 時雨 か な ,時雨
春雨 や 傘 さして 見る 絵 草子 屋 ,春雨
雪 残る 頂き 一つ 国境 ,残雪
林檎 く ふて 牡丹 の 前 に 死な ん 哉 ,林檎
春風 や 阿波 へ 渡り の 旅役者 ,春風
菜の花 や 小学校 の 昼餉 時 ,菜の花
のどか さ や つつい て 見 たる 蟹 の 穴 ,長閑
藤の花 長う し て 雨 ふらん と す ,藤の花
薔薇 の 香 の 紛々 （ ふん ぷん ） として 眠ら れ ず ,薔薇
鶏頭 の 十 四 五 本 も あり ぬ べし ,鶏頭
行く 春 や やぶれかぶれ の 迎 酒 ,行く春
五月雨 や 上野の山 も 見あき たり ,五月雨
鶏頭 ノマダイトケナキ 野分 カナ ,野分
イモウトノ 帰リ 遅 サヨ 五日 月 ,月
首 あげ て 折々 見る や 庭 の 萩 ,萩
活き た 目 を つつき に 来る か 蠅 の 声 ,蠅
糸瓜 咲 て 痰 の つまり し 仏 か な ,糸瓜
痰 一 斗 糸瓜 の 水 も 間に合 はず ,糸瓜
を と と ひの へちま の 水 も 取ら ざり き ,糸瓜
雀 子 や 走り なれ たる 鬼瓦 ,雀の子
夏山 の 大木 倒す 谺 か な ,夏山
我が 声 の 吹き 戻さ るる 野分 か な ,野分
初冬 の 竹 緑 なり 詩仙堂 ,初冬
蛍狩 われ を 小川 に 落し けり ,蛍
鳴く なら ば 満月 に なけ ほととぎす ,時鳥
罌粟 の 花 さ やう に 散る は 慮外 なり ,罌粟の花
何となく 寒い と 我 は 思ふ のみ ,寒し
あんか う （ 鮟鱇 ） や 孕み 女 の 釣る し 斬り ,鮟鱇
東西南北 より 吹雪 か な ,吹雪
親展 の 状 燃え 上る 火鉢 哉 ,火鉢
叩か れ て 昼 の 蚊 を 吐く 木魚 哉 ,蚊
降る 雪 よ 今宵 ばかり は 積 れ かし 　 （ 逢恋 ） ,雪
忘れ しか 知らぬ顔 し て 畠 打つ 　 （ 絶 恋 ） ,畠打
行春 を 琴 掻き鳴らし 掻き乱す 　 （ 恨 恋 ） ,行く春
うかうか と 我 門 過る 月夜 か な ,月夜
永き 日 や 欠伸 うつし て 別れ 行く ,永き日
枯 野原 汽車 に 化け たる 狸 あり ,枯野
凩 や 海 に 夕日 を 吹き 落す ,凩
人 に 死し 鶴 に 生れ て 冴え返る ,冴え返る
寒山 か 拾得 か 蚊 に 螫 （ さ ） さ れ し は ,蚊
ふるひ 寄せて 白魚 崩れ ん ばかり なり ,白魚
落ち さま に （ あぶ ） を 伏せ たる 椿 哉 ,椿
木瓜 咲く や 漱石 拙 （ せつ ） を 守る べく ,木瓜
菫 程 な 小さき 人 に 生れ た し ,薫
仏性 は 白き 桔梗 に こそ あらめ ,桔梗
月 に 行く 漱石 妻 を 忘れ たり ,月
某 （ それ が し ） は 案山子 にて 候 雀 どの ,案山子
ぶつぶつ と 大いなる 田螺 の 不平 か な ,田螺
行く年 や 猫 う づく まる 膝 の 上 ,行く年
草山 に 馬 放ち けり 秋 の 空 ,秋の空
秋の川 真白 な 石 を 拾 ひけ り ,秋の川
剥製 の 鵙 鳴か なく に 昼 淋し ,鵙
或 夜 雛 娶り けり 白い 酒 ,雛
霧 黄 なる 市 （ まち ） に 動く や 影法師 ,霧
無人島 の 天子 と なら ば 涼しかろ ,涼し
能 も なき 教師 と なら ん あら 涼し ,涼し
物 いは ぬ 人 と 生れ て 打つ 畠 か ,畑打
春 の 水岩 を 抱い て 流れ けり ,春の水
わが 影 の 吹か れ て 長き 枯野 か な ,枯野
別 るる や 夢 一筋 の 天の川 ,天の川
秋 の 江 に 打ち込む 杭 の 響 かな ,秋の江
秋風 や 唐紅 の 咽 喉仏 （ のどぼとけ ） ,秋風
秋風 や ひび の 入り たる 胃 の 袋 ,秋風
立秋 の 紺 落ち 付く や 伊予絣 ,立秋
洪水 の あと に 色 なき 茄子 か な 　 （ 病後 対 鏡 ） ,茄子
生き て 仰ぐ 空 の 高 さよ 赤蜻蛉 ,赤蜻蛉
肩 に 来 て 人懐かし や 赤蜻蛉 ,赤蜻蛉
病ん で 夢 む 天の川 より 出水 か な ,天の川
腸 （ はらわた ） に 春 滴る や 粥 の 味 ,春
秋風 や 屠 （ ほふ ） られ に 行く 牛 の 尻 ,秋風
春 の 夜 や 妻 に 教 はる 荻江節 ,春の夜
蝶の舌 ゼンマイ に 似る 暑さ か な ,蝶
木 が らし や 東京の日 の あり どころ ,木枯
癆咳 （ ら うがい ） の 顔 美し や 冬 帽子 ,冬帽子
木 が らし や 目刺 に のこる 海 の 色 ,木枯
初秋 の 蝗 つかめ ば 柔らかき ,初秋
水洟 や 鼻 の 先 だけ 暮れ残る ,水洟
元日 や 手 を 洗 ひ を る 夕 ごころ ,元日
あかつき や 蛼 なき やむ 屋根 の うら ,竃馬
しぐ るる や 堀江 の 茶屋 に 客 ひとり ,時雨
春雨 の 中 や 雪 おく 甲斐 の 山 ,春雨
兎 も 片 耳垂 るる 大暑 か な ,大暑
青蛙 おのれ も ペンキ ぬりたて か ,雨蛙
胸中 の 凩 咳 と なり に けり ,凩
帰ら な ん いざ 草 の 庵 は 春の風 　 （ 学校 （ 教師 ） を やめる ） ,春の風
拾得 は 焚き 寒山 は 掃く 落葉 ,落葉
暁 や 北斗 を 浸す 春 の 潮 ,春の潮
ふら ここ や 少し 汗 出る 戀衣 ,鞦韆
夕立 は 貧しき 町 を 洗 ひ 去る ,夕立
貝 寄 風 や 愚 な 貝 も よせ て くる ,貝寄風
蟻 穴 を 出て 地 歩く や 東大寺 ,蟻
短夜 の 浮 藻 うごかす 小 蝦 か な ,短夜
女房 の ふところ 恋 ひし 春 の 暮 ,春の暮
桃 の 花 を 満面 に 見る 女 か な ,桃の花
鞦韆 （ ふら ここ ） に こぼれ て 見 ゆる 胸 乳 か な ,鞦韆
日盛り に 蝶 の ふれ合 ふ 音 す なり ,日盛
この国 に 恋 の 茂兵衛 や ほととぎす ,時鳥
春雨 の 衣桁 に 重し 恋衣 ,春雨
怒濤 岩 を 噛む 我 を 神か と 朧 の 夜 ,朧の夜
海 に 入り て 生れ か はらう 朧月 ,朧月
大根 の 花 紫野大徳寺 ,大根の花
先生 が 瓜 盗人 で おは せし か ,瓜
盗ん だ る 案山子 の 笠 に 雨 急 なり ,案山子
蛇穴 を 出 て 見れ ば 周 の 天下 なり ,蛇穴を出ず
穴 を 出る 蛇 を 見 て 居 （ お ） る 鴉 か な ,蛇穴を出ず
柴 漬 （ ふしづけ ） に 見る も かなしき 小魚 かな ,紫漬
亀 鳴く や 皆 愚か なる 村 の もの ,亀鳴く
蓑虫 よ 父 よ と 鳴き て 母 も なし ,蓑虫
遠山 に 日 の 当り たる 枯野 か な ,枯野
秋風 や 眼中 の もの 皆 俳句 ,秋風
ほろほろ と 泣き 合 ふ 尼 や 山葵漬 ,山葵漬
大海 のう しほ は あれ ど 旱 か な ,早
むづかしき 禅門 出れ ば 葛 の 花 ,葛の花
秋風 に ふえて は へる や 法師 蟬 ,法師蟬
鎌 とげ ば 藜 （ あかざ ） 悲しむ けしき か な ,藜
行水 の 女 に ほれる 烏 か な ,行水
村 の 名 も 法隆寺 なり 麦 を 蒔く ,麦蒔
芳 草 や 黒き 烏 も 濃紫 ,芳草
桐一葉 日 当り ながら 落ち に けり ,桐一葉
秋 扇 や 寂しき 顔 の 賢夫人 ,秋扇
秋空 を 二つ に 断て り 椎 大樹 ,秋風
金亀子 （ こがね むし ） 擲 （ なげ う ） つ 闇 の 深さ か な ,金亀子
新涼 の 驚き 貌 に 来り けり ,新涼
凡 （ お よ ） そ 天下 に 去来 程 の 小さき 墓 に 参り けり ,墓参
霜 降れ ば 霜 を 楯 と す 法 （ のり ） の 城 ,霜
死神 を 蹴る 力無き 蒲団 か な ,蒲団
春風 や 闘志 いだき て 丘 に 立つ ,春風
大寺 を 包み て わめく 木の芽 か な ,木の芽
一つ 根 に 離れ 浮く 葉 や 春 の 水 ,春の水
古庭 を 魔 に なか へ しそ 蟇 ,蟇
年 を以て 巨人 と し たり 歩み 去る ,年去る
我 心 或 時 軽し 罌粟 の 花 ,罌粟
コレラ 怖 ぢ て 奇麗 に 住める 女 か な ,コレラ
一人 の 強者 唯 （ ただ ） 出よ 秋の 風 ,秋の風
葡萄 の 種 吐き出し て 事 を 決し けり ,葡萄
これ より は 恋 や 事業 や 水 温む ,水温む
大空 に 又 わき出 でし 小鳥 か な ,小鳥
木曽川 の 今 こそ 光れ 渡り鳥 ,渡り鳥
闇汁 の 杓子 を 逃げ し もの や 何 ,闇汁
蛇 逃げ て 我 を 見 し 眼 の 草 に 残る ,蛇
天の川 の もと に 天智天皇 と 虚子 と ,天の川
雨 の 中 に 立春大吉 の 光 あり ,立春大吉
鞦韆 に 抱き 乗せ て 沓 に 接吻 す ,ぶらんこ
野 を 焼い て 帰れ ば 燈 火 母 やさし ,野焼
能 すみ し 面 の 衰 へ 暮 の 秋 ,暮の秋
秋天 の 下 に 野菊 の 花弁 欠く ,秋の空
我 を 指す 人 の 扇 を にくみ けり ,扇
冬 帝 （ とうてい ） 先ず 日 を なげかけ て 駒ケ岳 ,冬帝
どか と 解く 夏 帯 に 句 を 書け と こそ ,夏帯
天日 の うつり て 暗し 蝌蚪 の 水 ,蝌蚪
晩 涼 に 池 の 萍 （ うき くさ ） 皆 動く ,晩涼
月 浴び て 玉 崩 れをる 噴井 か な ,噴井
北風 や 石 を 敷き たる ロシア 町 ,北風
春寒 の より そ ひ 行け ば 人目 ある ,春寒
白 （ はく ） 牡丹 といふ とい へ ども 紅 （ こう ） ほのか ,牡丹
鴬 や 洞 然 として 昼 霞 ,鶯
底 の 石 ほ と 動き 湧く 清水かな ,清水
大空 に 伸び 傾ける 冬木 か な ,冬木
もの の 芽 の あら はれ 出 でし 大事 か な ,ものの芽
なつかしき あやめ の 水 の 行方 か な ,菖蒲
わだつみ に 物 の 命 の くらげ か な ,海月
やり 羽子 や 油 の やう な 京言葉 ,羽子板
東山 静 に 羽子 の 舞 ひ 落ち ぬ ,羽子板
お もひ 川 渡れ ば 叉 も 花 の 雨 ,花の雨
新涼 や 仏 に と もし 奉る ,新涼
ふるさと の 月 の 港 を よぎる のみ ,月
はなやぎ て 月 の 面 に かかる 雲 ,月
われ が 来 し 南 の 国 の ザボン か な ,朱戀
流れ 行く 大根の葉 の 早 さ か な ,大根
此村 を 出 で ば や と 思ふ 畦 を 焼く ,畦焼
眼 つむれ ば 若き 我 あり 春 の 宵 ,春の宵
旧 城市 柳絮 とぶ こと しきり なり ,柳絮
夕立 や 森 を 出 で 来る 馬車 一つ ,夕立
石ころ も 露けき もの の 一つ か な ,露
栞 し て 山家集 あり 西行 忌 ,西行忌
春潮 と いへ ば 必ず 門司 を 思ふ ,春潮
炎天 の 空 美し や 高野山 ,炎天
闇 なれ ば 衣 まとふ 間 の 裸 か な ,裸
もの言 ひ て 露けき 夜 と 覚え たり ,露
大 試験 山 の 如く に 控 へ たり ,大試験
紅梅 の 紅 の 通 へる 幹 なら ん ,紅梅
火の山 の 裾 に 夏 帽 振る 別れ ,夏帽子
われ の 星 燃え て を る なり 星月夜 ,星月夜
酒 うすし せめては 燗 を 熱う せよ ,熱燗
鷹 の 目 の 佇む 人 に 向 は ざる ,鷹
聾 青 畝 ひとり 離れ て 花下 に 笑む ,花
春 の 浜 大いなる 輪 が 画い て ある ,春の浜
自 から 其頃 と なる 釣 忍 ,釣忍
く は れも す 八雲 旧居 の 秋 の 蚊 に ,秋の蚊
襟巻 の 狐 の 顔 は 別に あり ,襟巻
鴨の嘴 （ はし ） より たらたら と 春 の 泥 ,春泥
神 に ませ ば ま こと美 は し 那智の滝 ,滝
囀 や 絶えず 二 三 羽 こぼれ 飛び ,囀
浴衣 着 て 少女 の 乳房 高 から ず ,浴衣
バス 来る や 虹 の 立ち たる 湖畔 村 ,虹
顔 抱い て 犬 が 寝 て を り 菊 の 宿 ,菊
白雲 と 冬木 と 終に かか はら ず ,冬木
玉虫 の 光 残し て 飛び に けり ,玉虫
大いなる もの が 過ぎ行く 野分 か な ,野分
川 を 見る バナナ の 皮 は 手 より 落ち ,バナナ
神慮 今 鳩 を たた しむ 初詣 ,初詣
一 を 知 つて 二 を 知ら ぬ なり 卒業 す ,卒業
道 のべ に 阿波 の 遍路 の 墓 あはれ ,遍路
かわか わ と 大きく ゆる く寒 鴉 ,寒鴉
大空 に 羽子 の 白妙 とどまれ り ,羽子
餅 も 好き 酒 も すき なり けさの 春 ,今朝の春
大 紅蓮 大 白蓮 の 夜明 か な ,蓮の花
短夜 の 星 が 飛ぶ なり 顔 の 上 ,短夜
蝶々 の もの 食 ふ 音 の 静か さ よ ,蝶
行春 や 畳ん で 古き 恋衣 ,行春
絵 ぶ み し て 生き残り たる 女 か な ,踏絵
宮柱 太 しく 立ち て 神無月 ,神無月
兄弟 の 心 異 る 寒さ か な ,寒さ
山 深く 狂女 に 逢 へり 葛 の 花 ,葛の花
放屁 虫 俗論 党 を 憎み けり ,放屁虫
地球 凍て ぬ 月光 之 を 照 し けり ,凍つ
初空 や 大 悪人 虚子 の 頭上 に ,初空
其中 に 金鈴 を ふる 虫 一つ ,虫
波音 の 由比ケ浜 より 初 電車 ,初電車
早春 の 庭 を めぐり て 門 を 出 で ず ,早春
この 庭 の 遅日 の 石 の いつまでも ,遅日
箱庭 の 人 に 古り ゆく 月日 か な ,箱庭
咲き 満ち て こ ぼ るる 花 もなか り けり ,花
狐火 の 出て ゐる 宿 の 女 か な ,狐火
春燈 の 下 に 我 あり 汝 あり ,春燈
宇治川 を わたり お ほせ し 胡蝶 か な ,胡蝶
大 濤 に を どり 現れ 初日の出 ,初日の出
鴨 の 中 の 一つ の 鴨 を 見 て ゐ たり ,鴨
命 かけ て 芋虫 憎む 女 か な ,芋虫
飛ん で 来る 物恐ろしき 野分 か な ,野分
翡翠 の 紅一点 に つづまり ぬ ,翡翠
歌留多 とる 皆 美しく 負け まじく ,歌留多
たと ふれ ば 独楽 の はじける 如く なり ,独楽
稲妻 を ふみ て 跣足 の 女 か な ,稲妻
老人 と 子供 と 多し 秋祭 ,秋祭
行年 や 歴史 の 中 に 今 我 あり ,行年
焚火 かなし 消えん と すれ ば 育て られ ,焚火
旗 の ごと な びく 冬日 を ふと 見 たり ,冬日
己 が 羽 の 抜け し を 啣 （ くわ ） へ 羽 抜鶏 ,羽抜鶏
秋風 や 心 の 中 の 幾 山河 ,秋風
もの 置け ば そこ に 生れ ぬ 秋 の 蔭 ,秋
龍 の 玉 深く 蔵す と いふ こと を ,龍の玉
春水 を たたけ ば いたく 窪む なり ,春水
運命 は 笑 ひ待ち を り 卒業 す ,卒業
初 蝶 を 夢 の 如く に 見 失ふ ,初蝶
虫 螻蛄 と 侮ら れ つつ 生 を 享 （ う ） く ,虫
鳰 （ に お ） が ゐ て 鳰 の 海 と は 昔 より ,鳰
秋風 や とある 女 の 或 る 運命 ,秋風
手鞠 唄 かなしき こと を うつくしく ,手鞠唄
大寒 の 埃 の 如く 人死 ぬる ,大寒
松過ぎ の 又も 光陰 矢 の 如く ,松過ぎ
秋風 や 心 激 し て 口 吃る ,秋風
よろよろ と 棹 が のぼり て 柿 挟む ,柿
北風 に 人 細り 行き 曲り 消え ,北風
大根 を 水 くし や くし や にし て洗 ふ ,大根
向日葵 が 好き で 狂 ひ て 死に し 画家 ,向日葵
悲し さ は いつも 酒気 ある 夜学 の 師 ,夜学
寒 鯉 の 一擲 し たる 力 か な ,寒鯉
白酒 の 紐 の 如く に つが れ けり ,白酒
土塊 を 一つ 動かし 物 芽出 づ ,物の芽
虹 消え て 忽ち 君 の 無き 如し ,虹
山国 の 蝶 を 荒し と 思は ず や ,蝶
日 の くれ と 子供 が 言 ひ て 秋の 暮 ,秋の暮
句 を 玉 と 暖め て を る 炬燵 か な ,炬燵
世の中 を 遊び ごころ や 氷柱 折る ,氷柱
初 蝶 来 何 色 と 問 ふ 黄 と 答 ふ ,物蝶
我 生 の 今日 の 昼寝 も 一大事 ,昼寝
いつ 死 ぬる 金魚 と 知ら ず 美しき ,金魚
秋 灯 や 夫婦 互に 無き 如く ,秋灯
茎 右往左往 菓子 器 の さくらんぼ ,桜桃
爛々 と 昼 の 星 見え 菌 （ きのこ ） 生え ,茸
海女 とても 陸 （ く が ） こそ よけれ 桃 の 花 ,桃の花
秋天 に われ が ぐんぐん ぐんぐん と ,秋の空
大紅葉 燃え上がら ん と し つつ あり ,紅葉
や はら かき餅 の 如く に 冬日 か な ,冬日
虚子 一人 銀河 と共に 西 へ 行く ,銀河
大空 に う かめる 如き 玉椿 ,玉椿
彼 一語 我 一 語 秋 深み かも ,秋
去年 今年 貫く 棒 の 如き もの ,去年今年
熱燗 に 泣き を る 上戸 ほ つ て おけ ,熱燗
ゆらぎ 見 ゆ 百 の 椿 が 三 百 に ,椿
何事 も 知ら ず と 答 へ 老 の 春 ,春
すぐ 来い といふ 子規 の 夢 明 易き ,短夜
人生 の 台風 圏 に 今 入り し ,台風
コスモス の 花 あそび を る 虚空 か な ,コスモス
一切 を 抛擲 し 去り 大 昼寝 ,昼寝
我 を 見 て 舌 を 出し たる 大蜥蜴 ,蜥蜴
大空 の 青 艶 （ えん ） に し て 流れ星 ,流れ星
蜘蛛 に 生れ 網 を かけ ね ば なら ぬ か な ,蜘蛛
不精 にて 年賀 を 略す 他意 あら ず ,年賀
我 れ が 行く 天地万象 凍て し 中 ,凍つ
風生 と死 の 話して 涼し さ よ ,涼し
灯 を ともす 指 の 間 の 春 の 闇 ,春の闇
春の山 屍 を うめ て むなしか り ,春の山
独り 句 の 推敲 を し て 遅き 日 を ,遅日
子規 逝く や 十 七 日 の 月明 に ,子規忌
箒木 に 影 といふ もの あり に けり ,箒木
春 浅き 水 を 渉 る や 鷺 一つ ,春浅し
桃 咲く や 湖水 の へり の 十 箇村 ,桃の花
春寒 し 水田 の 上 の 根なし 雲 ,春寒
ひたひた と 春 の 潮 打つ 鳥居 か な ,春の潮
ちさい 子 の 走り て あがる 凧 ,凧
旅 に し て 昼餉 の 酒 や 桃 の 花 ,桃の花
赤い 椿 白い 椿 と 落ち に けり ,椿
空 （ くう ） を はさむ 蟹 死 に を る や 雲 の 峰 ,雪の峰
鳥 渡り 明日 は と 望む 山 夏野 ,夏野
馬方 の 喧嘩 も 果て て 蚊遣 か な ,蚊遣
天領 の 境 に さくや 桐の花 ,桐の花
ひやひや と 積木 が 上 に 海見 ゆる ,ひやひやと
川上 の 水 静か なる 花野 かな ,花野
露 深し 胸毛 の 濡 るる 朝 の 鹿 ,露
鳥 渡る 博物館 の 林 かな ,鳥渡る
から 松 は 淋しき 木 なり 赤蜻蛉 ,赤蜻蛉
螽 （ いなご ） 飛ぶ 草 に 蟷螂 じつと し て ,螽
この道 の 富士 に なり ゆく 芒 か な ,芒
豊か なる 年 の 落穂 を 祝ひ けり ,落穂
流れ たる 花屋 の 水 の 氷り けり ,氷
不忍 や 水鳥 の 夢夜 の 三味 ,水鳥
思は ず も ヒヨコ 生れ ぬ 冬 薔薇 ,冬薔薇
初日 さす 朱雀 道り の 静 さ よ ,初日
曳か れる 牛 が 辻 で ずつ と 見廻し た 秋空 だ ,秋空
元日 や 日 の あたり を る 浅間山 ,元日
鵯 の それ きり 鳴か ず 雪 の 暮 ,雪
氷 曳く 音 こきこき と 杉間 かな ,氷
木曽路 ゆく 我 も 旅人 散る 木の葉 ,木の葉
今日 も 暮 るる 吹雪 の 底 の 大 日輪 ,吹雪
郭公 や 何処 まで ゆか ば 人 に 逢 はむ ,郭公
コスモス へ ゆきか まつ か へ ゆき 憩 ふ ,コスモス
元日 や ふ どし た たん で 枕上 ﾐ ,元日
春寒 や ぶつかり 歩く 盲犬 ,春寒
世 を 恋 ふて 人 を 恐 るる 余寒 か な ,余寒
春 の 夜 や 灯 を 囲み 居る 盲者 達 ,春の夜
榛名山 大 霞 し て 真昼 か な ,霞
残雪 や ご うごう と 吹く 松 の 風 ,残雪
治 聾 酒 の 酔 ふほ ども なく さ め に けり ,治聾酒
生き か はり 死に か は りし て 打つ 田 か な ,田打
闘鶏 の 眼 つぶれ て 飼 は れ けり ,闘鶏
己 が 影 を 慕う て 這 へる 地虫 か な ,地虫出づ
川底 に 蝌蚪 の 大国 あり に けり ,蝌蚪
ゆさゆさ と 大枝 ゆ るる 桜 か な ,桜
念力 の ゆるめ ば 死 ぬる 大暑 か な ,大暑
五月雨 や 起 上がり たる 根無草 ,五月雨
雹 （ ひよ う ） 晴れて 豁然 と ある 山河 か な ,雹
水すまし 水 に 跳 て 水 鉄 の 如し ,水すまし
夏草 に 這 上がり たる 捨蚕 （ すて ご ） か な ,夏草
秋 の 暮 水 の やう なる 酒 二 合 ,秋の暮
痩馬 の あはれ 機嫌 や 秋 高し ,秋高し
さみし さ に 早飯 食 ふ や 秋 の 暮 ,秋の暮
け ふ の 月 馬 も 夜道 を 好み けり ,月
月 さして 一 ト 間 の 家 で あり に けり ,月
親 より も 白き 羊 や 今朝 の 秋 ,今朝の秋
蛤 に 雀 の 斑 あり 哀れ か な ,蛤
小 春日 や 石 を 噛み 居る 赤蜻蛉 ,小春日
冬の日 や 前 に 塞がる 己 が 影 ,冬の日
鷹 の つら きびしく 老い て 哀れ なり ,鷹
冬 蜂 の 死 に 所 なく 歩き けり ,冬峰
のどけ さ に 寝 て しまひ けり 草 の 上 ,長閑
黛 （ まゆずみ ） を 濃う せよ 草 は 芳しき ,芳草
渋柿 の 如き もの にて は 候 へ ど ,柿
絶壁 に 眉 つけ て 飲む 清水かな ,清水
冬山 や どこ まで 登る 郵便 夫 ,冬山
天 渺 々 笑 ひ たく なり し 花野 かな ,花野
白日 は 我が 霊 なり し 落葉 か な ,落葉
さざ波 は 立春 の 譜 を ひろげ たり ,立春
てのひら に 落花 とまら ぬ 月夜 か な ,月夜
かたま つて 薄き 光 の 菫 か な ,菫
月光 に ぶつ かつて 行く 山路 かな ,月光
一筋 の 秋風 なり し 蚊遣 香 ,秋風
寂寞 （ じやく まく ） と 湯 婆 に 足 を そろ へ けり ,湯婆
うすめ て も 花 の 匂 ひの 葛湯 か な ,葛湯
もつ 花 に おつる なみ だ や 墓 ま ゐ り ,墓参
鈴 おと の かすか に ひびく 日傘 か な ,日傘
就中 学窓 の 灯 や 露 の 中 ,露
かりそめ に 燈籠 おく や 草 の 中 ,灯籠
くれ な ゐ の こころ の 闇 の 冬日 か な ,冬日
炉 ほとり の 甕 に 澄む 日 や 十二月 ,十二月
ふるさと の 雪 に 我 ある 大 爐 か な ,雪
古き 世 の 火 の 色 うごく 野焼 か な ,野焼
大江戸 の 街 は 錦 や 草枯 るる ,枯草
幽冥 へ お つる音 あり 灯 取 虫 ,灯取虫
秋風 や 眼前 湧 ける 月 の 謎 ,秋風
竈 火 赫と ただ 秋風 の 妻 を 見る ,秋風
芋 の 露 連山 影 を 正し うす ,露
つぶら なる 汝 が 眼 吻 は なん 露 の 秋 ,秋
かり が ね に 乳 は る 酒肆 の 婢 あり けり ,雁
梵妻 を 恋 ふ 乞食 あり 烏瓜 ,鳥瓜
ある 夜月 に 富士大 形 の 寒さ か な ,寒さ
閨 怨 の ま なじり 幽し 野火 の 月 ,野火
たま し ひの しづか に うつる 菊見 かな ,菊見
山国 の 虚空 日 わたる 冬至 か な ,冬至
雪 晴れて わが 冬 帽 の 蒼 さ か な ,冬帽子
死病 得て 爪 うつくしき 火桶 か な ,火桶
落葉 ふん で ひと 道念 を 全うす ,落葉
三伏 の 穢 に 鳴く 荒 鵜 か な ,鵜
筆硯 に 多少 の ちり も 良夜 か な ,良夜
夏山 や 又 大川 に めぐり あふ ,夏山
一鷹 を 生む 山風 や 蕨 伸 ぶ ,蕨
流 燈 や 一つ に はか に さかのぼる ,灯籠流し
滝 風 に 吹か れ あがり ぬ 石たたき ,石叩
ぬぎすて し 人 の 温み や 花衣 ,花衣
ゆく雲 に しばらく ひそむ 帰 燕 か な ,帰燕
信心 の 母 に し た がふ 盆 会 か な ,盆会
極寒 の 塵 も とどめ ず 岩 ぶす ま ,極寒
死骸 （ なき がら ） や 秋風 か よ ふ 鼻 の 穴 ,秋風
たま し ひの たとへば 秋 の ほたる 哉 ,秋の蛍
いんぎん に ことづて たのむ 淑 気 か な ,淑気
ひたひた と 寒 九 の 水 や 廚甕 ,寒九
春蘭 の 花 と りす つる 雲 の 中 ,春蘭
を り とりて はらりと おもき すすき か な ,芒
わら ん べ の 溺 るる ばかり 初湯 か な ,初湯
秋 立つ や 川瀬 に まじる 風の音 ,立秋
切株 において 全き 熟柿 か な ,柿
寒 鯉 の 黒光り し て 斬ら れ けり ,寒鯉
死火山 の 膚 つめたく て 草 いちご ,草苺の花
大つぶ の 寒卵 おく 襤褸 の 上 ,寒卵
鼈 （ す つ ぽん ） を くびき る 夏 の うす 刃 か な ,夏
よき 娘 き て 軍鶏 流眄 す 秋日 か な ,秋日
雪山 を 匐 ひまわり ゐる 谺 か な ,雪山
秋 鶏 が 見 て ゐる 陶 の 卵 か な ,秋鶏
